Title,Date,City,Location,Category,Source,Link
Reformation Sample Sale — Boston Seaport,"Mon, Apr 6","Boston, MA","62 Seaport Blvd, Boston",Other,Eventbrite,https://www.eventbrite.com/e/reformation-sample-sale-boston-seaport-tickets-1986031435486
Medialer Online-Zirkel mit Bettina-Suvi Rode,"Mon, Apr 6","Hoboken, NJ","Hoboken, NJ",Other,Eventbrite,https://www.eventbrite.de/e/medialer-online-zirkel-mit-bettina-suvi-rode-tickets-1810796895259
Trivia Night at Sunset Cantina,"Mon, Apr 6","Boston, MA","Sunset Cantina, Boston",Other,Eventbrite,https://www.eventbrite.com/e/trivia-night-at-sunset-cantina-tickets-1215710856899
"Dance Sassy with Chris – Unleash Your Diva! (M/W, Dance Complex)","Mon, Apr 6","Cambridge, MA","The Dance Complex, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/dance-sassy-with-chris-unleash-your-diva-mw-dance-complex-tickets-1985083957554
Curated Cuisine: Joan Nathan's favorite Jewish recipes from family history,"Mon, Apr 6","Boston, MA","WBUR CitySpace, Boston",Wellness,Eventbrite,https://www.eventbrite.com/e/curated-cuisine-joan-nathans-favorite-jewish-recipes-from-family-history-tickets-1977542087618
Brew-N-Laughs,"Mon, Apr 6","Boston, MA","Castle Island Brewing - South Boston, Boston",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/brew-n-laughs-tickets-1977408691627
"MURDER, THEY READ Book Club","Mon, Apr 6","New York City, NY","Moxy NYC East Village, New York",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/murder-they-read-book-club-tickets-1984076933518
King Arthur Presents The Book of Pizza Celebration at Best Pizza,"Mon, Apr 6","New York City, NY","Best Pizza, Brooklyn",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/king-arthur-presents-the-book-of-pizza-celebration-at-best-pizza-tickets-1984899337350
Drunk Bollywood Trivia,"Mon, Apr 6","New York City, NY","Caveat, New York",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/drunk-bollywood-trivia-tickets-1983388717044
Explore & Taste: Culinary & History Tour of Greenwich Village on Foot,"Mon, Apr 6","New York City, NY","Ben's Pizzeria, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/explore-taste-culinary-history-tour-of-greenwich-village-on-foot-tickets-1982997471819
Fash-a-thon Opening Night,"Mon, Apr 6 · 9:00 PM","New York City, NY",New York,Other,Luma · Personal,https://lu.ma/7qxgehbj
Designers who Vibe Code,"Mon, Apr 6 · 10:00 PM","New York City, NY",New York,Other,Luma · Personal,https://lu.ma/v4hrwrdx
NYC B2B: AI Founders & Investors Meetup,"Mon, Apr 6 · 10:30 PM","New York City, NY",New York,Social,Luma · NYC B2B: Startup Events,https://lu.ma/77osc4c6
"Free the Facts @ Pitt: Medicare's Past, Present, & Future","Tue, Apr 7","Pittsburgh, PA","William Pitt Union, Pittsburgh",Food & Drink,Eventbrite,https://www.eventbrite.com/e/free-the-facts-pitt-medicares-past-present-future-tickets-1985401289703
"""Feeling Right"": Creative Dance Workshop","Tue, Apr 7","Cambridge, MA","North Cambridge Senior Center, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/feeling-right-creative-dance-workshop-tickets-1984334161895
Make Epic Sushi Rolls With Chef Harold at a Local Distillery - Sushi Making Cooking Class in Boston | Classpop!™,"Tue, Apr 7","Boston, MA","Short Path Distillery, Everett",Food & Drink,Eventbrite,https://www.eventbrite.com/e/make-epic-sushi-rolls-with-chef-harold-at-a-local-distillery-sushi-making-cooking-class-in-boston-tickets-1980069246418
Taste Iconic Boston Eats - Food Tour in Boston | Cozymeal™,"Tue, Apr 7","Boston, MA","Location provided after booking, Boston",Food & Drink,Eventbrite,https://www.eventbrite.com/e/taste-iconic-boston-eats-food-tour-in-boston-cozymealtm-tickets-1986356519822
Tuesday Night Central Square Cambridge Food & Mural Tour!,"Tue, Apr 7","Cambridge, MA","Market Central, Cambridge",Food & Drink,Eventbrite,https://www.eventbrite.com/e/tuesday-night-central-square-cambridge-food-mural-tour-tickets-1329239895309
Weekly Wine Dinner,"Tue, Apr 7","Cambridge, MA","Forage, Cambridge",Food & Drink,Eventbrite,https://www.eventbrite.com/e/weekly-wine-dinner-tickets-1770551038819
Medford Winter Farmers Market 2026!,"Tue, Apr 7","Boston, MA","The Great American Beer Hall, Medford",Food & Drink,Eventbrite,https://www.eventbrite.com/e/medford-winter-farmers-market-2026-tickets-1978933358948
Trivia Night | Dave & Buster's - Homestead PA - TUE 730p @LeaderboardGames,"Tue, Apr 7","Pittsburgh, PA","Dave & Buster's Pittsburgh - Homestead, Homestead",Other,Eventbrite,https://www.eventbrite.com/e/trivia-night-dave-busters-homestead-pa-tue-730p-leaderboardgames-tickets-1326120665609
ROMANCE Book Club,"Tue, Apr 7","New York City, NY","The Ripped Bodice, Brooklyn",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/romance-book-club-tickets-1984077318670
Hell Kitchen's Best Trivia Night!,"Tue, Apr 7","New York City, NY","City Tavern & Table, New York",Other,Eventbrite,https://www.eventbrite.com/e/hell-kitchens-best-trivia-night-tickets-1981453225938
April: AI workflows at scale + K8s how-to,"Tue, Apr 7 · 6:00 PM","Cambridge, MA","90 Broadway, Cambridge",Other,Meetup · Boston Kubernetes Meetup,https://www.meetup.com/boston-kubernetes-meetup/events/312884167/
Aria412 Opera Group Presents Fool for You,"Tue, Apr 7 · 7:00 PM","Pittsburgh, PA","5601 Butler St, Pittsburgh",Arts & Crafts,Yelp Events,https://www.yelp.com/events/pittsburgh-aria412-opera-group-presents-fool-for-you
"Scott Institute Distinguished Lecture with Gretchen T. Goldman, Ph.D.","Wed, Apr 8","Pittsburgh, PA","Bosch Spark Conference  Room, Scott Hall, Pittsburgh",Wellness,Eventbrite,https://www.eventbrite.com/e/scott-institute-distinguished-lecture-with-gretchen-t-goldman-phd-tickets-1985738963695
A Cherry Blossom Experience,"Wed, Apr 8","Newark, NJ","58 Park Pl, Newark",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/a-cherry-blossom-experience-tickets-1985063806281
Trillium's Book Garden Presents: Signature Series w/ King Arthur Baking Co.,"Wed, Apr 8","Cambridge, MA","Trillium Brewing Company, Canton",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/trilliums-book-garden-presents-signature-series-w-king-arthur-baking-co-tickets-1982205084768
Foodies + New Friends: Peabody (Giving Back Edition),"Wed, Apr 8","Cambridge, MA","Restaurant of the Week, Peabody",Food & Drink,Eventbrite,https://www.eventbrite.com/e/foodies-new-friends-peabody-giving-back-edition-tickets-1976375769128
Yoga Class,"Wed, Apr 8","Pittsburgh, PA","Emphico, Coraopolis",Wellness,Eventbrite,https://www.eventbrite.com/e/yoga-class-tickets-1979092605258
No-Sew Tote Bag Workshop with Ujamaa Collective,"Wed, Apr 8","Pittsburgh, PA","East End Food Co-op, Pittsburgh",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/no-sew-tote-bag-workshop-with-ujamaa-collective-tickets-1983546097774
Intro to Waacking Dance Class,"Wed, Apr 8","Pittsburgh, PA","Level Up Studios, Pittsburgh",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/intro-to-waacking-dance-class-tickets-1980151688003
Dumpling Fest Pittsburgh,"Wed, Apr 8","Pittsburgh, PA","15217, Pittsburgh",Food & Drink,Eventbrite,https://www.eventbrite.ca/e/dumpling-fest-pittsburgh-tickets-1981785231977
Foodies + New Friends: Pittsburgh | Wrestling Fans Edition,"Wed, Apr 8","Pittsburgh, PA","Restaurant of the Week, Pittsburgh",Food & Drink,Eventbrite,https://www.eventbrite.com/e/foodies-new-friends-pittsburgh-wrestling-fans-edition-tickets-1978764949230
Make Ravioli With Chef Davis - Pasta Making Cooking Class in NYC | Classpop!™,"Wed, Apr 8","New York City, NY","Wandering Barman, Brooklyn",Food & Drink,Eventbrite,https://www.eventbrite.com/e/make-ravioli-with-chef-davis-pasta-making-cooking-class-in-nyc-classpoptm-tickets-1982727979761
Pasta Making & Cheese Tasting,"Wed, Apr 8","New York City, NY","Murray's Cheese Shop, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/pasta-making-cheese-tasting-tickets-1979762498928
Adult Majorette Dance Class,"Wed, Apr 8","New York City, NY","Fit4Dance, BROOKLYN",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/adult-majorette-dance-class-tickets-1978807689066
"Boston Gen AI Meetup April 2026: ""Coding and Engineering with AI”","Wed, Apr 8 · 6:00 PM","Cambridge, MA","Microsoft New England Research and Development Center, Cambridge",Social,Meetup · Boston Generative AI Meetup,https://www.meetup.com/boston-generative-ai-meetup/events/313563481/
Boston AI Music Meetup @ Berklee // April,"Wed, Apr 8 · 6:00 PM","Boston, MA","1140 1D - Lounge @ Berklee, Boston",Music & Entertainment,Meetup · Boston AI Music Meetup,https://www.meetup.com/boston-ai-music-meetup/events/313782118/
EASTER KIDS BOAT PARTY CRUISE JERSEY CITY NEW YORK CITY,"Thu, Apr 9","Jersey City, NJ","Liberty Harbor Marina Boatyard, Jersey City",Other,Allevents,https://allevents.in/jersey-city/easter-kids-boat-party-cruise-jersey-city-new-york-city/100001984188267521
Crazy Bird Lady Reading,"Thu, Apr 9","Hoboken, NJ","Mile Square Theatre, Hoboken",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/crazy-bird-lady-reading-tickets-1984138222836
Completely Booked Book Swap,"Thu, Apr 9","Hoboken, NJ","Mojo Coffee Company, Bloomfield Street, Hoboken, NJ, USA, Hoboken",Food & Drink,Eventbrite,https://www.eventbrite.com/e/completely-booked-book-swap-tickets-1985410797140
Hudson County Real Estate Networking Event - Free with RSVP!,"Thu, Apr 9","Jersey City, NJ","Zeppelin Hall Beer Garden, Jersey City",Social,Eventbrite,https://www.eventbrite.com/e/hudson-county-real-estate-networking-event-free-with-rsvp-tickets-1985546893207
Marble Center 10th Anniversary Celebration,"Thu, Apr 9","Cambridge, MA","Broad Institute of MIT and Harvard, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/marble-center-10th-anniversary-celebration-tickets-1981343580987
HCSS - Colombian Spring Party,"Thu, Apr 9","Cambridge, MA","La Fabrica, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/hcss-colombian-spring-party-tickets-1985751045833
April Cover Every Genre Book Club: 'The President's Hat' by Antoine Laurain,"Thu, Apr 9","Boston, MA","Hummingbird Books, Newton",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/april-cover-every-genre-book-club-the-presidents-hat-by-antoine-laurain-tickets-1980681810614
Brooks Run Club at Marathon Sports Brookline,"Thu, Apr 9","Boston, MA","Marathon Sports, Brookline",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/brooks-run-club-at-marathon-sports-brookline-tickets-1985869579370
Boston Singles Event: Trivia Night (Ages 40-55),"Thu, Apr 9","Boston, MA","Tiki Rock, Boston",Wellness,Eventbrite,https://www.eventbrite.com/e/boston-singles-event-trivia-night-ages-40-55-tickets-1985347750566
Beer & Cheese Tasting,"Thu, Apr 9","Boston, MA","Trillium Fort Point, Boston",Food & Drink,Eventbrite,https://www.eventbrite.com/e/beer-cheese-tasting-tickets-1983081397844
Chart House - Orin Swift Wine Dinner - Boston,"Thu, Apr 9","Boston, MA","Chart House, Boston",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/chart-house-orin-swift-wine-dinner-boston-tickets-1980033751251
Paperback Platoon Book Club,"Thu, Apr 9","Pittsburgh, PA","Andrew Carnegie Free Library & Music Hall, Carnegie",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/paperback-platoon-book-club-tickets-1454614905339
Grand Concourse- Orin Swift Wine Dinner,"Thu, Apr 9","Pittsburgh, PA","Grand Concourse, Pittsburgh",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/grand-concourse-orin-swift-wine-dinner-tickets-1978157311770
Downtown Youngstown Farmers Market,"Thu, Apr 9","Pittsburgh, PA","305 Wick Ave, Youngstown",Food & Drink,Eventbrite,https://www.eventbrite.com/e/downtown-youngstown-farmers-market-tickets-1982897214948
Make Epic American-Style Sushi With Chef Shota - Sushi Making Cooking Class in NYC | Classpop!™,"Thu, Apr 9","New York City, NY","Wandering Barman, Brooklyn",Food & Drink,Eventbrite,https://www.eventbrite.com/e/make-epic-american-style-sushi-with-chef-shota-sushi-making-cooking-class-in-nyc-classpoptm-tickets-1980246117444
Vegetarian Mediterranean Fare - Cooking Class in NYC | Cozymeal™,"Thu, Apr 9","New York City, NY","Location provided after booking, Brooklyn",Food & Drink,Eventbrite,https://www.eventbrite.com/e/vegetarian-mediterranean-fare-cooking-class-in-nyc-cozymealtm-tickets-1985603590791
Chart House - Orin Swift  Wine Dinner - Weehawken,"Thu, Apr 9","Hoboken, NJ","Chart House, Weehawken Township",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/chart-house-orin-swift-wine-dinner-weehawken-tickets-1982927494515
Validated AI Conference,"Thu, Apr 9 · 4:00 PM","Cambridge, MA",Cambridge,Other,Luma · Personal,https://lu.ma/t2z81k8i
Wine Tasting,"Thu, Apr 9 · 5:00 PM","Boston, MA","Brix Wine Shop, Boston",Food & Drink,Meetup · After work hang out,https://www.meetup.com/life-after-works/events/313719883/
Agents at Work,"Thu, Apr 9 · 6:00 PM","Cambridge, MA","Microsoft NERD, Cambridge",Other,Meetup · Analytics.Club Boston: Data & ,https://www.meetup.com/ac-bos/events/313339745/
MLP Office Opening,"Thu, Apr 9 · 10:00 PM","Boston, MA","Millennium Latino Project, 614 Washington St Suite 403, Lynn",Other,Luma · Millennium Latino Project,https://lu.ma/jcgl2m1f
Boston YSA Conference,"Fri, Apr 10","Cambridge, MA","65 Binney St, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/boston-ysa-conference-tickets-1976639891124
PITTSBURGH 20s and 30s Social,"Fri, Apr 10","Pittsburgh, PA","Twelve Whiskey Barbecue, Pittsburgh",Social,Eventbrite,https://www.eventbrite.com/e/pittsburgh-20s-and-30s-social-tickets-1983636662656
"CID - No Introduction Tour - Pittsburgh, PA","Fri, Apr 10","Pittsburgh, PA","Enclave, Pittsburgh",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/cid-no-introduction-tour-pittsburgh-pa-tickets-1983853433022
Dr. Mary Claire Haver at First Parish Church,"Fri, Apr 10","Cambridge, MA","First Parish Church, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/dr-mary-claire-haver-at-first-parish-church-tickets-1983992031574
Living Together by Design: Housing to Connect Generations,"Fri, Apr 10","Cambridge, MA","Harvard University Graduate School Of Design, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/living-together-by-design-housing-to-connect-generations-tickets-1981209474872
New York City Career Fair,"Fri, Apr 10","New York City, NY","Hilton New York Hotel, New York",Other,Eventbrite,https://www.eventbrite.com/e/new-york-city-career-fair-tickets-497852368837
New York Career Fair,"Fri, Apr 10","New York City, NY","Hilton Hotel, New York",Other,Eventbrite,https://www.eventbrite.com/e/new-york-career-fair-tickets-1979184081867
LOVE 2 LOVE - A DONNA SUMMER DISCO PARTY,"Fri, Apr 10","New York City, NY","TV Eye, Queens",Other,Eventbrite,https://www.eventbrite.com/e/love-2-love-a-donna-summer-disco-party-tickets-1982801275992
Mark Riley at The Comedy Den,"Fri, Apr 10","Boston, MA","Fox and Hound Tavern, Quincy",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/mark-riley-at-the-comedy-den-tickets-1980271633764
Pottery Workshop - Wheel Throwing! (4/10; 7-9pm) Craft Art Night!,"Fri, Apr 10","Cambridge, MA","Pudgy’s Place, Peabody",Wellness,Eventbrite,https://www.eventbrite.com/e/pottery-workshop-wheel-throwing-410-7-9pm-craft-art-night-registration-1983464956077
Mixology Class | Spring Cocktails,"Fri, Apr 10","Boston, MA","Short Path Distillery, Everett",Food & Drink,Eventbrite,https://www.eventbrite.com/e/mixology-class-spring-cocktails-tickets-1986217365608
Haitian Cooking Class with Breez Gourmet!,"Fri, Apr 10","Boston, MA","179 Amory St, Boston",Food & Drink,Eventbrite,https://www.eventbrite.com/e/haitian-cooking-class-with-breez-gourmet-tickets-1985967614596
Intro to Rosé Wine,"Fri, Apr 10","Cambridge, MA","Commonwealth Wine School, Cambridge",Food & Drink,Eventbrite,https://www.eventbrite.com/e/intro-to-rose-wine-tickets-1982548313374
Foodies + New Friends: Boston | 30's Dinner Meet,"Fri, Apr 10","Boston, MA","Restaurant of the Month, Boston",Food & Drink,Eventbrite,https://www.eventbrite.com/e/foodies-new-friends-boston-30s-dinner-meet-tickets-1986032976094
TICKET GIVEAWAY! Enter to win 2 tickets to Dino Safari: A Walk Through Adventure (**KID FRIENDLY**),"Fri, Apr 10 · 11:00 AM","Cambridge, MA","100 Cambridgeside Pl, Cambridge",Outdoor & Fitness,Yelp Events,https://www.yelp.com/events/cambridge-ticket-giveaway-enter-to-win-2-tickets-to-dino-safari-a-walk-through-adventure-kid-friendly
No. 56-Tech Pulse 2030- Building and Scaling Responsible Systems for the Real World-Boston Event,"Fri, Apr 10 · 9:00 PM","Boston, MA",Boston,Other,Luma · AI 2030 | Responsible AI,https://lu.ma/0mhwes5w
"GOOD MUSIC FRIDAYS WITH KEL, TELLI, & ROB RU","Fri, Apr 10 · 10:00 PM","Jersey City, NJ","Porta, New Jersey",Music & Entertainment,Resident Advisor,https://ra.co/events/2402875
"Frailty in Aging Populations: Assessing Vulnerability in Clinical Care, Population Health, and Research","Fri, Apr 10 · 10:00 PM","Cambridge, MA",Cambridge,Other,Luma · Aging Initiative,https://lu.ma/0x4m6gni
Sip & Glow in the Dark Paint Nite,"Sat, Apr 11","Jersey City, NJ","The Drip Paint & Sip Studio, Monticello Avenue, Jersey City, NJ, USA, Jersey City",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/sip-glow-in-the-dark-paint-nite-tickets-1986169826417
ISLAND VIBES,"Sat, Apr 11","Newark, NJ","47 Academy St, Newark",Other,Eventbrite,https://www.eventbrite.com/e/island-vibes-tickets-1986126757597
OWASP BASC 2026,"Sat, Apr 11","Cambridge, MA","Boston Marriott Cambridge, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/owasp-basc-2026-tickets-1982234637160
58 A.M. (After Martin),"Sat, Apr 11","Boston, MA","Wally's Cafe Jazz Club, Boston",Music & Entertainment,Allevents,https://allevents.in/boston/58-am-after-martin/100001985232671361
5k Beer Run x Sam Adams | 2026 MA Brewery Running Series,"Sat, Apr 11","Boston, MA","Samuel Adams Boston Brewery - Jamaica Plain, Boston",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/5k-beer-run-x-sam-adams-2026-ma-brewery-running-series-tickets-1980195119909
Butterfly Yoga,"Sat, Apr 11","Cambridge, MA","The Butterfly Place, Westford",Wellness,Eventbrite,https://www.eventbrite.com/e/butterfly-yoga-tickets-1983149723207
Hatha Yoga with Live Music,"Sat, Apr 11","Cambridge, MA","The Lilypad, Cambridge",Wellness,Eventbrite,https://www.eventbrite.com/e/hatha-yoga-with-live-music-registration-1986174392073
Pottery Workshop - Wheel Throwing! (4/11; 6-8pm) Craft Art Night!,"Sat, Apr 11","Cambridge, MA","Pudgy’s Place, Peabody",Wellness,Eventbrite,https://www.eventbrite.com/e/pottery-workshop-wheel-throwing-411-6-8pm-craft-art-night-registration-1983465277037
"Craft Beer, Real Advice: Home Buyer Seminar","Sat, Apr 11","Boston, MA","Idle Hands Craft Ales, Malden",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/craft-beer-real-advice-home-buyer-seminar-tickets-1985866957528
Melrose BEER + BITES Craft Brew Tasting Fundraiser 2026,"Sat, Apr 11","Cambridge, MA","Melrose Memorial Hall, Melrose",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/melrose-beer-bites-craft-brew-tasting-fundraiser-2026-tickets-1891121087079
Comedy Night with Matt Light and friends,"Sat, Apr 11","Pittsburgh, PA","31 Sports Bar & Grille, Bridgeville",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/comedy-night-with-matt-light-and-friends-tickets-1983654687569
Market Ready: Vendor Workshop,"Sat, Apr 11","Pittsburgh, PA","OneValley at the Roundhouse, Pittsburgh",Food & Drink,Eventbrite,https://www.eventbrite.com/e/market-ready-vendor-workshop-tickets-1985167770240
Comedy Night w/ Jay Badlani @ Elephant & Castle (Downtown Boston),"Sat, Apr 11","Boston, MA","Elephant & Castle, Boston",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/comedy-night-w-jay-badlani-elephant-castle-downtown-boston-tickets-1980894139696
Emo Yoga at Deep Cuts,"Sat, Apr 11","Boston, MA","Deep Cuts - Eatery | Brewery | Live Music, Medford",Wellness,Eventbrite,https://www.eventbrite.com/e/emo-yoga-at-deep-cuts-tickets-1985832779300
Vegan Caribbean Cooking Class (Boston),"Sat, Apr 11","Cambridge, MA","The Foundry, Cambridge",Food & Drink,Eventbrite,https://www.eventbrite.com/e/vegan-caribbean-cooking-class-boston-tickets-1985557003447
Sip & Bloom,"Sat, Apr 11","Boston, MA","Piano Craft Gallery, Boston",Wellness,Eventbrite,https://www.eventbrite.com/e/sip-bloom-tickets-1985181012849
In-person class: The Art of French Pastry (Boston),"Sat, Apr 11","Boston, MA","Foundation Kitchen, Boston",Other,Eventbrite,https://www.eventbrite.com/e/in-person-class-the-art-of-french-pastry-boston-tickets-1982739443048
BRUNCH Book Club,"Sat, Apr 11","New York City, NY","Bushwick, Brooklyn",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/brunch-book-club-tickets-1984077553372
Colors & Comedy: A Holi Comedy Show and Celebration,"Sat, Apr 11","New York City, NY","The Local NY, Queens",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/colors-comedy-a-holi-comedy-show-and-celebration-tickets-1984436291367
Balkan Comedy Night New Jersey Saturday,"Sat, Apr 11","Hoboken, NJ","Zina's Steakhouse & Grill, Teaneck",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/balkan-comedy-night-new-jersey-saturday-tickets-1979642250261
Comedy Mob Showcase @ High Line Comedy Club,"Sat, Apr 11","New York City, NY","High Line Comedy Club, New York",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/comedy-mob-showcase-high-line-comedy-club-tickets-1984063961719
Naked Yoga New York (NYNY) - All Levels,"Sat, Apr 11","New York City, NY","38 W 32nd St, New York",Wellness,Eventbrite,https://www.eventbrite.com/e/naked-yoga-new-york-nyny-all-levels-tickets-1984348729467
Crafting Community: A Textile Arts Fair,"Sat, Apr 11","New York City, NY","Our House, Queens",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/crafting-community-a-textile-arts-fair-tickets-1983469709294
D/S: Dance/ Surrender,"Sat, Apr 11","New York City, NY","World Martial Arts Center Happy Kicks, Brooklyn",Other,Eventbrite,https://www.eventbrite.com/e/ds-dance-surrender-tickets-1968877289975
French Cheese & Wine Tasting,"Sat, Apr 11","New York City, NY","Murray's Cheese Shop, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/french-cheese-wine-tasting-tickets-1979776488772
"A ""FINE & RARE"" COCKTAIL TASTING EXPERIENCE!","Sat, Apr 11","New York City, NY","ROSA-AGAVE & WINE LOUNGE, Manhattan",Food & Drink,Eventbrite,https://www.eventbrite.com/e/a-fine-rare-cocktail-tasting-experience-tickets-1983570729448
My Bestie and I · Mixology Class,"Sat, Apr 11","Hoboken, NJ","El Nacho’s Cantina Mexican Restaurant and Bar, Elizabeth",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/my-bestie-and-i-mixology-class-tickets-1984259202690
Cocktail Tasting (+ After Party),"Sat, Apr 11","New York City, NY","Rosa – Agave & Wine Lounge, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/cocktail-tasting-after-party-tickets-1984637602494
FAD Market: BROOKLYN MAKES,"Sat, Apr 11","New York City, NY","Empire Stores, Brooklyn",Food & Drink,Eventbrite,https://www.eventbrite.com/e/fad-market-brooklyn-makes-tickets-1983996946274
Yelp Event: Mamasushi Restaurant,"Sat, Apr 11 · 12:00 PM","New York City, NY","3478 E Tremont Ave, Bronx",Outdoor & Fitness,Yelp Events,https://www.yelp.com/events/bronx-yelp-event-mamasushi-restaurant
Harvard XR 2026 Conference,"Sat, Apr 11 · 1:00 PM","Cambridge, MA","Harvard University, Massachusetts Hall, Cambridge",Other,Luma · Harvard XR,https://lu.ma/ah2aiw3y
Watson Adventures' Murder at the Art Museum Scavenger Hunt,"Sat, Apr 11 · 2:00 PM","Boston, MA","465 Huntington Ave, Boston",Arts & Crafts,Yelp Events,https://www.yelp.com/events/boston-watson-adventures-murder-at-the-art-museum-scavenger-hunt-49
Annual Conference: Miles & Mindset,"Sat, Apr 11 · 6:00 PM","Boston, MA","Howard Thurman Center for Common Ground, 808 Commonwealth Ave, Brookline",Other,Luma · Boston Thai Network,https://lu.ma/milesandmindset
Making Connections at Urban Wild,"Sat, Apr 11 · 7:00 PM","Boston, MA","Urban Wild Boston, Boston",Other,Meetup · Boston Random Acts of Connecti,https://www.meetup.com/boston-random-acts-of-connection/events/313166664/
"Experience Dressed to Kilt, Scotland's Most Prestigious Fashion Show During Tartan Week in NYC on 4/11","Sat, Apr 11 · 7:30 PM","New York City, NY","1216 Fifth Avenue, New York",Outdoor & Fitness,Yelp Events,https://www.yelp.com/events/new-york-experience-dressed-to-kilt-scotlands-most-prestigious-fashion-show-during-tartan-week-in-nyc-on-4-11
LazerCrunk feat Bok Bok (UK),"Sat, Apr 11 · 10:00 PM","Pittsburgh, PA","SideQuest on 44th, Pittsburgh",Outdoor & Fitness,Resident Advisor,https://ra.co/events/2388363
Honcho pres. Lauren Flax,"Sat, Apr 11 · 10:00 PM","Pittsburgh, PA","TBA - The New Hot Mass, Pittsburgh",Other,Resident Advisor,https://ra.co/events/2334661
Cake Decorating 101,"Sun, Apr 12","Cambridge, MA","201 Market St, Lowell",Food & Drink,Eventbrite,https://www.eventbrite.com/e/cake-decorating-101-tickets-1984075314676
SPRING MARKET,"Sun, Apr 12","Boston, MA","Roundhead Brewing Company, Boston",Food & Drink,Eventbrite,https://www.eventbrite.com/e/spring-market-tickets-1984885569169
Mosaic Workshop,"Sun, Apr 12","Cambridge, MA","Craft Loft (Cambridge Store), Cambridge",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/mosaic-workshop-tickets-1984150649003
FEMMES Book Club,"Sun, Apr 12","New York City, NY","Everything's Jake NYC Bar & Lounge, New York",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/femmes-book-club-tickets-1984060965758
"Poetry Today Book Club: ""Homerica"" by Phoebe Giannisi","Sun, Apr 12","New York City, NY","Book Club Bar, New York",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/poetry-today-book-club-homerica-by-phoebe-giannisi-tickets-1984711978956
Low & Slow Yoga,"Sun, Apr 12","New York City, NY","Fit4Dance, BROOKLYN",Wellness,Eventbrite,https://www.eventbrite.com/e/low-slow-yoga-tickets-1983151255791
Introduction to Cosplay Crafting - Workshop,"Sun, Apr 12","New York City, NY","Japan Village, Brooklyn",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/introduction-to-cosplay-crafting-workshop-tickets-1985524763015
Barre & Beer @ South Shore Craft Brewery,"Sun, Apr 12","Hoboken, NJ","South Shore Craft Brewery, Oceanside",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/barre-beer-south-shore-craft-brewery-tickets-1985593654070
"Bakes, Beers and Jazz","Sun, Apr 12","Hoboken, NJ","Pallet Brewing Company, Maplewood",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/bakes-beers-and-jazz-tickets-1985681700419
